id	nodes	label
139	<http://reliant.teknowledge.com/DAML/Transportation.owl#ShipHull>	TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/SUMO.owl#Artifact>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/SUMO.owl#Artifact>, <http://reliant.teknowledge.com/DAML/Transportation.owl#ShipCompartment>, <http://reliant.teknowledge.com/DAML/Transportation.owl#ShipDeck>, <http://reliant.teknowledge.com/DAML/Transportation.owl#ShipHull>, <http://reliant.teknowledge.com/DAML/Transportation.owl#HumanHabitationArtifact>]}
140	<http://reliant.teknowledge.com/DAML/Transportation.owl#CruiseShip>	TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Transportation.owl#PassengerShip>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Transportation.owl#PassengerShip>, <http://reliant.teknowledge.com/DAML/Transportation.owl#ShortSeaPassengerShip>, <http://reliant.teknowledge.com/DAML/Transportation.owl#OceanLiner>, <http://reliant.teknowledge.com/DAML/Transportation.owl#PassengerAndCargoShip>, <http://reliant.teknowledge.com/DAML/Transportation.owl#CruiseShip>]}
141	<http://reliant.teknowledge.com/DAML/Transportation.owl#AnimalPoweredVehicle>	TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#AnimalPoweredDevice>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/SUMO.owl#Vehicle>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#AnimalPoweredDevice>, <http://reliant.teknowledge.com/DAML/Transportation.owl#AnimalPoweredVehicle>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/SUMO.owl#Vehicle>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#LandVehicle>, <http://reliant.teknowledge.com/DAML/Transportation.owl#UserPoweredVehicle>, <http://reliant.teknowledge.com/DAML/Transportation.owl#SelfPoweredVehicle>, <http://reliant.teknowledge.com/DAML/Transportation.owl#AnimalPoweredVehicle>]}
142	<http://reliant.teknowledge.com/DAML/Transportation.owl#VehicleClassForFHWA>	TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/SUMO.owl#SetOrClass>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/SUMO.owl#SetOrClass>, <http://reliant.teknowledge.com/DAML/Transportation.owl#ModeOfTransit>, <http://reliant.teknowledge.com/DAML/Transportation.owl#VehicleClassForFHWA>]}
143	<http://reliant.teknowledge.com/DAML/SUMO.owl#LandTransitway>	TempateExpression{body=[<http://reliant.teknowledge.com/DAML/SUMO.owl#Roadway>], head=[?]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Runway>], head=[?]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/SUMO.owl#Transitway>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Airport>], head=[?]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Transportation.owl#Trail>], head=[?]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Bridge>], head=[?]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/SUMO.owl#LandArea>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Railway>], head=[?]},TempateExpression{body=[?, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Airport>, <http://reliant.teknowledge.com/DAML/Transportation.owl#Trail>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Bridge>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Railway>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Runway>, <http://reliant.teknowledge.com/DAML/SUMO.owl#Roadway>], head=[<http://reliant.teknowledge.com/DAML/SUMO.owl#Transitway>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Waterway>, <http://reliant.teknowledge.com/DAML/Transportation.owl#AirTransitway>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Pipeline>, <http://reliant.teknowledge.com/DAML/Transportation.owl#TransitRoute>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#TransitwayJunction>, <http://reliant.teknowledge.com/DAML/Transportation.owl#SingleTrafficLane>, <http://reliant.teknowledge.com/DAML/Transportation.owl#OneWayTransitway>, <http://reliant.teknowledge.com/DAML/SUMO.owl#LandTransitway>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Tunnel>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Airport>], head=[?, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Airport>, <http://reliant.teknowledge.com/DAML/Transportation.owl#Trail>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Bridge>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Railway>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Runway>, <http://reliant.teknowledge.com/DAML/SUMO.owl#Roadway>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Transportation.owl#Trail>], head=[?, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Airport>, <http://reliant.teknowledge.com/DAML/Transportation.owl#Trail>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Bridge>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Railway>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Runway>, <http://reliant.teknowledge.com/DAML/SUMO.owl#Roadway>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Runway>, <http://reliant.teknowledge.com/DAML/Transportation.owl#UnpavedRunway>, <http://reliant.teknowledge.com/DAML/Transportation.owl#PavedRunway>], head=[?, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Airport>, <http://reliant.teknowledge.com/DAML/Transportation.owl#Trail>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Bridge>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Railway>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Runway>, <http://reliant.teknowledge.com/DAML/SUMO.owl#Roadway>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/SUMO.owl#Roadway>], head=[?, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Airport>, <http://reliant.teknowledge.com/DAML/Transportation.owl#Trail>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Bridge>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Railway>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Runway>, <http://reliant.teknowledge.com/DAML/SUMO.owl#Roadway>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Bridge>, <http://reliant.teknowledge.com/DAML/Transportation.owl#FixedBridge>, <http://reliant.teknowledge.com/DAML/Transportation.owl#PortableBridge>], head=[?, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Airport>, <http://reliant.teknowledge.com/DAML/Transportation.owl#Trail>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Bridge>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Railway>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Runway>, <http://reliant.teknowledge.com/DAML/SUMO.owl#Roadway>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Railway>, <http://reliant.teknowledge.com/DAML/Transportation.owl#BroadGaugeRailway>, <http://reliant.teknowledge.com/DAML/Transportation.owl#NarrowGaugeRailway>, <http://reliant.teknowledge.com/DAML/Transportation.owl#RailwayJunction>, <http://reliant.teknowledge.com/DAML/Transportation.owl#RailroadBridge>, <http://reliant.teknowledge.com/DAML/Transportation.owl#DualGaugeRailway>, <http://reliant.teknowledge.com/DAML/Transportation.owl#StandardGaugeRailway>, <http://reliant.teknowledge.com/DAML/Transportation.owl#ElectrifiedRailway>, <http://reliant.teknowledge.com/DAML/Transportation.owl#MultipleTrackRailway>], head=[?, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Airport>, <http://reliant.teknowledge.com/DAML/Transportation.owl#Trail>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Bridge>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Railway>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Runway>, <http://reliant.teknowledge.com/DAML/SUMO.owl#Roadway>]},TempateExpression{body=[?, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Airport>, <http://reliant.teknowledge.com/DAML/Transportation.owl#Trail>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Bridge>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Railway>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Runway>, <http://reliant.teknowledge.com/DAML/SUMO.owl#Roadway>], head=[<http://reliant.teknowledge.com/DAML/SUMO.owl#LandArea>, <http://reliant.teknowledge.com/DAML/SUMO.owl#LandTransitway>, <http://reliant.teknowledge.com/DAML/SUMO.owl#Roadway>]}
144	<http://reliant.teknowledge.com/DAML/Transportation.owl#EtiologicAgent>	TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/SUMO.owl#OrganicObject>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/SUMO.owl#OrganicObject>, <http://reliant.teknowledge.com/DAML/Transportation.owl#EtiologicAgent>]}
145	<http://reliant.teknowledge.com/DAML/Transportation.owl#TrackGauge>	TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/SUMO.owl#InternalAttribute>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/SUMO.owl#InternalAttribute>, <http://reliant.teknowledge.com/DAML/Transportation.owl#TrackGauge>]}
146	<http://reliant.teknowledge.com/DAML/Transportation.owl#CommercialShipping>	TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/SUMO.owl#CommercialService>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Transportation.owl#Shipping>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Transportation.owl#Shipping>, <http://reliant.teknowledge.com/DAML/Transportation.owl#CommercialShipping>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/SUMO.owl#CommercialService>, <http://reliant.teknowledge.com/DAML/Transportation.owl#CommercialShipping>]}
147	<http://reliant.teknowledge.com/DAML/Transportation.owl#RegistryTon>	TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/SUMO.owl#MassMeasure>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/SUMO.owl#MassMeasure>, <http://reliant.teknowledge.com/DAML/Transportation.owl#LongTon>, <http://reliant.teknowledge.com/DAML/Transportation.owl#RegistryTon>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#MetricTon>]}
148	<http://reliant.teknowledge.com/DAML/Transportation.owl#HalfHeightContainer>	TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Transportation.owl#CargoContainer>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Transportation.owl#CargoContainer>, <http://reliant.teknowledge.com/DAML/Transportation.owl#DromedaryContainer>, <http://reliant.teknowledge.com/DAML/Transportation.owl#HalfHeightContainer>, <http://reliant.teknowledge.com/DAML/Transportation.owl#Seavan>, <http://reliant.teknowledge.com/DAML/Transportation.owl#FlatRackContainer>, <http://reliant.teknowledge.com/DAML/Transportation.owl#MilitaryVan>]}
149	<http://reliant.teknowledge.com/DAML/Transportation.owl#CementCarrierShip>	TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Transportation.owl#DryBulkCarrierShip>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Transportation.owl#DryBulkCarrierShip>, <http://reliant.teknowledge.com/DAML/Transportation.owl#OreCarrierShip>, <http://reliant.teknowledge.com/DAML/Transportation.owl#SelfDischargingBulkCarrierShip>, <http://reliant.teknowledge.com/DAML/Transportation.owl#UreaCarrierShip>, <http://reliant.teknowledge.com/DAML/Transportation.owl#CementCarrierShip>, <http://reliant.teknowledge.com/DAML/Transportation.owl#WoodChipsCarrierShip>]}
150	<http://reliant.teknowledge.com/DAML/Transportation.owl#Cycle-TransportationDevice>	TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#UserPoweredDevice>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Transportation.owl#Bicycle>], head=[?]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#LandVehicle>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Transportation.owl#Bicycle>], head=[?, <http://reliant.teknowledge.com/DAML/Transportation.owl#Bicycle>]},TempateExpression{body=[?, <http://reliant.teknowledge.com/DAML/Transportation.owl#Bicycle>], head=[<http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#UserPoweredDevice>, <http://reliant.teknowledge.com/DAML/Transportation.owl#UserPoweredVehicle>, <http://reliant.teknowledge.com/DAML/Transportation.owl#Cycle-TransportationDevice>]},TempateExpression{body=[?, <http://reliant.teknowledge.com/DAML/Transportation.owl#Bicycle>], head=[<http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#LandVehicle>, <http://reliant.teknowledge.com/DAML/Transportation.owl#RailwayVehicle>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#RoadVehicle>, <http://reliant.teknowledge.com/DAML/Transportation.owl#Cycle-TransportationDevice>]}
151	<http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#RoadVehicle>	TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Trailer>], head=[?]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Transportation.owl#Motorcycle>], head=[?]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Transportation.owl#TractorTrailer>], head=[?]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Transportation.owl#SelfPoweredRoadVehicle>], head=[?]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#LandVehicle>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Transportation.owl#TractorTrailer>], head=[?, <http://reliant.teknowledge.com/DAML/Transportation.owl#Motorcycle>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Trailer>, <http://reliant.teknowledge.com/DAML/Transportation.owl#TractorTrailer>, <http://reliant.teknowledge.com/DAML/Transportation.owl#SelfPoweredRoadVehicle>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Trailer>, <http://reliant.teknowledge.com/DAML/Transportation.owl#TruckTrailer>], head=[?, <http://reliant.teknowledge.com/DAML/Transportation.owl#Motorcycle>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Trailer>, <http://reliant.teknowledge.com/DAML/Transportation.owl#TractorTrailer>, <http://reliant.teknowledge.com/DAML/Transportation.owl#SelfPoweredRoadVehicle>]},TempateExpression{body=[?, <http://reliant.teknowledge.com/DAML/Transportation.owl#Motorcycle>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Trailer>, <http://reliant.teknowledge.com/DAML/Transportation.owl#TractorTrailer>, <http://reliant.teknowledge.com/DAML/Transportation.owl#SelfPoweredRoadVehicle>], head=[<http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#LandVehicle>, <http://reliant.teknowledge.com/DAML/Transportation.owl#RailwayVehicle>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#RoadVehicle>, <http://reliant.teknowledge.com/DAML/Transportation.owl#Cycle-TransportationDevice>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Transportation.owl#Motorcycle>], head=[?, <http://reliant.teknowledge.com/DAML/Transportation.owl#Motorcycle>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Trailer>, <http://reliant.teknowledge.com/DAML/Transportation.owl#TractorTrailer>, <http://reliant.teknowledge.com/DAML/Transportation.owl#SelfPoweredRoadVehicle>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Transportation.owl#SelfPoweredRoadVehicle>], head=[?, <http://reliant.teknowledge.com/DAML/Transportation.owl#Motorcycle>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Trailer>, <http://reliant.teknowledge.com/DAML/Transportation.owl#TractorTrailer>, <http://reliant.teknowledge.com/DAML/Transportation.owl#SelfPoweredRoadVehicle>]}
152	<http://reliant.teknowledge.com/DAML/Transportation.owl#PetroleumPipeline>	TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Pipeline>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Pipeline>, <http://reliant.teknowledge.com/DAML/Transportation.owl#PetroleumPipeline>, <http://reliant.teknowledge.com/DAML/Transportation.owl#PetroleumProductPipeline>, <http://reliant.teknowledge.com/DAML/Transportation.owl#NaturalGasPipeline>]}
153	<http://reliant.teknowledge.com/DAML/Transportation.owl#GreatLakesShip>	TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Transportation.owl#CargoShip>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Transportation.owl#CargoShip>, <http://reliant.teknowledge.com/DAML/Transportation.owl#BargeCarrierShip>, <http://reliant.teknowledge.com/DAML/Transportation.owl#SpecializedTankerShip>, <http://reliant.teknowledge.com/DAML/Transportation.owl#LivestockCarrierShip>, <http://reliant.teknowledge.com/DAML/Transportation.owl#Freighter>, <http://reliant.teknowledge.com/DAML/Transportation.owl#OceanLiner>, <http://reliant.teknowledge.com/DAML/Transportation.owl#LiquefiedGasTankerShip>, <http://reliant.teknowledge.com/DAML/Transportation.owl#PartialContainerShip>, <http://reliant.teknowledge.com/DAML/Transportation.owl#GreatLakesShip>, <http://reliant.teknowledge.com/DAML/Transportation.owl#RefrigeratedCargoShip>, <http://reliant.teknowledge.com/DAML/Transportation.owl#RollOnRollOffCargoShip>, <http://reliant.teknowledge.com/DAML/Transportation.owl#ChemicalTankerShip>, <http://reliant.teknowledge.com/DAML/Transportation.owl#GeneralCargoShip>, <http://reliant.teknowledge.com/DAML/Transportation.owl#PetroleumTankerShip>, <http://reliant.teknowledge.com/DAML/Transportation.owl#PassengerAndCargoShip>, <http://reliant.teknowledge.com/DAML/Transportation.owl#ContainerShip>, <http://reliant.teknowledge.com/DAML/Transportation.owl#MultifunctionalLargeLoadCarrierShip>, <http://reliant.teknowledge.com/DAML/Transportation.owl#DryBulkCarrierShip>, <http://reliant.teknowledge.com/DAML/Transportation.owl#CombinationCarrierShip>]}
154	<http://reliant.teknowledge.com/DAML/Transportation.owl#DeepDraftWaterArea>	TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/SUMO.owl#WaterArea>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/SUMO.owl#WaterArea>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Waterway>, <http://reliant.teknowledge.com/DAML/Transportation.owl#Harbor>, <http://reliant.teknowledge.com/DAML/Transportation.owl#DeepDraftWaterArea>, <http://reliant.teknowledge.com/DAML/Transportation.owl#Anchorage>, <http://reliant.teknowledge.com/DAML/Transportation.owl#ShipBerth>]}
155	<http://reliant.teknowledge.com/DAML/Transportation.owl#CargoManifest>	TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/SUMO.owl#ContentBearingObject>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/SUMO.owl#ContentBearingObject>, <http://reliant.teknowledge.com/DAML/Transportation.owl#CrewList>, <http://reliant.teknowledge.com/DAML/Transportation.owl#BillOfLading>, <http://reliant.teknowledge.com/DAML/Transportation.owl#TransportationSchedule>, <http://reliant.teknowledge.com/DAML/Transportation.owl#CargoManifest>, <http://reliant.teknowledge.com/DAML/Transportation.owl#CertificateOfRegistry>, <http://reliant.teknowledge.com/DAML/Transportation.owl#VehicleRegistration>, <http://reliant.teknowledge.com/DAML/Transportation.owl#ShipRegister>, <http://reliant.teknowledge.com/DAML/Transportation.owl#AidToNavigation>]}
156	<http://reliant.teknowledge.com/DAML/SUMO.owl#GovernmentOrganization>	TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Transportation.owl#DepartmentOfTransportation>], head=[?]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Transportation.owl#DepartmentOfTransportation>], head=[?, <http://reliant.teknowledge.com/DAML/Transportation.owl#DepartmentOfTransportation>]}
157	<http://reliant.teknowledge.com/DAML/Transportation.owl#PersonalWatercraft>	TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Transportation.owl#PassengerCar>], head=[?]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Transportation.owl#PassengerCar>]},TempateExpression{body=[?], head=[owl:Nothing]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Transportation.owl#PontoonBridge>], head=[?]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Transportation.owl#PontoonBridge>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Watercraft>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Transportation.owl#SelfPoweredVehicle>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Transportation.owl#PassengerCar>], head=[?]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Transportation.owl#PassengerCar>]},TempateExpression{body=[?], head=[owl:Nothing]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Watercraft>, <http://reliant.teknowledge.com/DAML/Transportation.owl#FireBoat>, <http://reliant.teknowledge.com/DAML/Transportation.owl#Kayak>, <http://reliant.teknowledge.com/DAML/Transportation.owl#FishingVessel>, <http://reliant.teknowledge.com/DAML/Transportation.owl#DisplacementHullWatercraft>, <http://reliant.teknowledge.com/DAML/Transportation.owl#Canoe>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#MilitaryWatercraft>, <http://reliant.teknowledge.com/DAML/Transportation.owl#Sailboat>, <http://reliant.teknowledge.com/DAML/Transportation.owl#PlaningHullWatercraft>, <http://reliant.teknowledge.com/DAML/Transportation.owl#PersonalWatercraft>, <http://reliant.teknowledge.com/DAML/Transportation.owl#Motorboat>, <http://reliant.teknowledge.com/DAML/Transportation.owl#Barge>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Transportation.owl#PontoonBridge>], head=[?]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Transportation.owl#PontoonBridge>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Transportation.owl#SelfPoweredVehicle>]}
