id	nodes	label
130	<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Half-pipe>	TempateExpression{body=[?], head=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Snowboard>]},TempateExpression{body=[?], head=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Snowboard>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#GiantParallelSlalom>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#SnowboardCross>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Half-pipe>]}
131	<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Cycling_Road>	TempateExpression{body=[?], head=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Cycling>]},TempateExpression{body=[?], head=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Cycling>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Cycling_BMX>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Cycling_Road>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Cycling_Track>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Mountain_Bike>]}
132	<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Weightlifting>	TempateExpression{body=[?], head=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#SummerSport>]},TempateExpression{body=[?], head=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#SummerSport>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Volleyball>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Boxing>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Rowing>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Triathlon>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Cycling>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Tennis>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Table_Tennis>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Taekwondo>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Softball>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Gymnastics>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Equestrian>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Baseball>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Hockey>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Modern_Pentathlon>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Canoe_Kayak>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Football>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Fencing>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Badminton>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Aquatics>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Sailing>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Archery>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Wrestling>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Judo>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Handball>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Athletics>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Basketball>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Shooting>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Weightlifting>]}
133	<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Pairs>	TempateExpression{body=[?], head=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Figure_skating>]},TempateExpression{body=[?], head=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Figure_skating>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#IceDancing>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Pairs>]}
134	<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#WinterSport>	TempateExpression{body=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Luge>], head=[?]},TempateExpression{body=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Skating>], head=[?]},TempateExpression{body=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Skiing>], head=[?]},TempateExpression{body=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Curling>], head=[?]},TempateExpression{body=[?], head=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#OlympicSport>]},TempateExpression{body=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Biathlon>], head=[?]},TempateExpression{body=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Skeleton>], head=[?]},TempateExpression{body=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Ice_Hockey>], head=[?]},TempateExpression{body=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Luge>], head=[?, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Luge>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Curling>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Biathlon>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Skeleton>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Bobsleigh>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Skiing>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Skating>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Ice_Hockey>]},TempateExpression{body=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Biathlon>], head=[?, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Luge>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Curling>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Biathlon>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Skeleton>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Bobsleigh>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Skiing>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Skating>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Ice_Hockey>]},TempateExpression{body=[?, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Luge>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Curling>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Biathlon>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Skeleton>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Bobsleigh>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Skiing>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Skating>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Ice_Hockey>], head=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#OlympicSport>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#WinterSport>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#SummerSport>]},TempateExpression{body=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Skating>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Figure_skating>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Short_Track_Speed_Skating>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Speed_skating>], head=[?, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Luge>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Curling>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Biathlon>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Skeleton>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Bobsleigh>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Skiing>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Skating>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Ice_Hockey>]},TempateExpression{body=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Curling>], head=[?, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Luge>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Curling>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Biathlon>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Skeleton>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Bobsleigh>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Skiing>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Skating>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Ice_Hockey>]},TempateExpression{body=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Ice_Hockey>], head=[?, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Luge>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Curling>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Biathlon>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Skeleton>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Bobsleigh>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Skiing>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Skating>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Ice_Hockey>]},TempateExpression{body=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Skeleton>], head=[?, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Luge>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Curling>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Biathlon>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Skeleton>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Bobsleigh>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Skiing>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Skating>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Ice_Hockey>]},TempateExpression{body=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Skiing>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Ski_Jumping>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Nordic_Combined>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Snowboard>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Freestyle_Skiing>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Alpine_Skiing>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Cross_Country_Skiing>], head=[?, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Luge>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Curling>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Biathlon>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Skeleton>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Bobsleigh>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Skiing>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Skating>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Ice_Hockey>]}
135	<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Luge>	TempateExpression{body=[?], head=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#WinterSport>]},TempateExpression{body=[?], head=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#WinterSport>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Luge>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Curling>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Biathlon>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Skeleton>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Bobsleigh>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Skiing>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Skating>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Ice_Hockey>]}
136	<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#TrackAndField>	TempateExpression{body=[?], head=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Athlete>]},TempateExpression{body=[?], head=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#participatesIn>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Athletics>]},TempateExpression{body=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#participatesIn>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Athletics>], head=[?]},TempateExpression{body=[?], head=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Athlete>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#GoldMedalWinners>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#TrackAndField>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Swimmer>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Gymnast>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#BronzeMedalWinners>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#MedalWinners>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#SilverMedalWinners>]},TempateExpression{body=[?], head=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#participatesIn>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Athletics>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#TripleJump>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Walk>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#HammerThrow>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Hurdles>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#ShotPut>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Race>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Marathon>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#LongJump>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Decathlon>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Steeplechase>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#PoleVault>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#DiscusThrow>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#HighJump>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#JavelinThrow>]},TempateExpression{body=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#participatesIn>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Athletics>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#TripleJump>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Walk>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#HammerThrow>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Hurdles>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#ShotPut>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Race>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Marathon>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#LongJump>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Decathlon>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Steeplechase>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#PoleVault>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#DiscusThrow>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#HighJump>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#JavelinThrow>], head=[?]}
137	<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#TripleJump>	TempateExpression{body=[?], head=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Athletics>]},TempateExpression{body=[?], head=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Athletics>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#TripleJump>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Walk>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#HammerThrow>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Hurdles>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#ShotPut>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Race>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Marathon>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#LongJump>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Decathlon>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Steeplechase>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#PoleVault>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#DiscusThrow>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#HighJump>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#JavelinThrow>]}
138	<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#WinterGames>	TempateExpression{body=[?], head=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#OlympicGames>]},TempateExpression{body=[?], head=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#OlympicGames>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#SummerGames>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#WinterGames>]}
139	<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Biathlon>	TempateExpression{body=[?], head=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#WinterSport>]},TempateExpression{body=[?], head=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#WinterSport>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Luge>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Curling>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Biathlon>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Skeleton>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Bobsleigh>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Skiing>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Skating>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Ice_Hockey>]}
140	<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#SnowboardCross>	TempateExpression{body=[?], head=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Snowboard>]},TempateExpression{body=[?], head=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Snowboard>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#GiantParallelSlalom>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#SnowboardCross>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Half-pipe>]}
141	<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#ShotPut>	TempateExpression{body=[?], head=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Athletics>]},TempateExpression{body=[?], head=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Athletics>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#TripleJump>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Walk>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#HammerThrow>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Hurdles>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#ShotPut>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Race>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Marathon>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#LongJump>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Decathlon>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Steeplechase>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#PoleVault>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#DiscusThrow>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#HighJump>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#JavelinThrow>]}
142	<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Trap>	TempateExpression{body=[?], head=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Shooting>]},TempateExpression{body=[?], head=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Shooting>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Rifle>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Pistol>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#RapidFirePistol>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Trap>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#AirPistol>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#AirRifle>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Skeet>]}
143	<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Speed_skating>	TempateExpression{body=[?], head=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Skating>]},TempateExpression{body=[?], head=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Skating>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Figure_skating>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Short_Track_Speed_Skating>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Speed_skating>]}
144	<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Vault>	TempateExpression{body=[?], head=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Artistic_Gymnastics>]},TempateExpression{body=[?], head=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Artistic_Gymnastics>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#BalanceBeam>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Rings>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#PommelHorse>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#UnevenBars>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#HorizontalBar>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Vault>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#ParallelBars>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#GymnasticsTeamCompetition>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#FloorExercise>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#AllRound>]}
145	<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#ParallelBars>	TempateExpression{body=[?], head=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Artistic_Gymnastics>]},TempateExpression{body=[?], head=[<http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Artistic_Gymnastics>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#BalanceBeam>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Rings>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#PommelHorse>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#UnevenBars>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#HorizontalBar>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#Vault>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#ParallelBars>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#GymnasticsTeamCompetition>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#FloorExercise>, <http://swat.cse.lehigh.edu/resources/onto/olympics.owl#AllRound>]}
